head,relation,tail,head_type,tail_type,label
10040286,CPI,Q9NRA0,compound,protein,0
10050129,CPI,Q92769,compound,protein,0
10071196,CPI,P28223,compound,protein,1
10071196,CPI,Q99720,compound,protein,1
10074640,CPI,O14757,compound,protein,1
10074640,CPI,O14920,compound,protein,1
10074640,CPI,O75716,compound,protein,1
10074640,CPI,P21127,compound,protein,1
10074640,CPI,P53671,compound,protein,1
10074640,CPI,Q16832,compound,protein,1
10074640,CPI,Q6PHR2,compound,protein,1
10074640,CPI,Q8IU85,compound,protein,1
10074640,CPI,Q96GD4,compound,protein,1
10074640,CPI,Q9NYL2,compound,protein,1
10074640,CPI,Q9UQ88,compound,protein,1
10074640,CPI,Q9UQM7,compound,protein,1
10074640,CPI,P47898,compound,protein,0
10074640,CPI,Q9NUW8,compound,protein,0
10074640,CPI,P54803,compound,protein,0
10074640,CPI,P15428,compound,protein,0
10074640,CPI,Q06710,compound,protein,0
10074640,CPI,P08913,compound,protein,0
10074640,CPI,P08684,compound,protein,0
10074640,CPI,P49798,compound,protein,0
10074640,CPI,P31645,compound,protein,0
10074640,CPI,P35368,compound,protein,0
10074640,CPI,O75874,compound,protein,0
10074640,CPI,P22732,compound,protein,0
10074640,CPI,Q8NI99,compound,protein,0
10074640,CPI,C9JH25,compound,protein,0
10074640,CPI,Q8NEL9,compound,protein,0
10074640,CPI,Q8NH09,compound,protein,0
10074640,CPI,Q8NH59,compound,protein,0
10074640,CPI,Q8NC51,compound,protein,0
10074640,CPI,Q5JU69,compound,protein,0
10074640,CPI,Q6KCM7,compound,protein,0
10074640,CPI,Q9UKK6,compound,protein,0
10077147,CPI,Q06710,compound,protein,0
10090485,CPI,O95819,compound,protein,1
10090485,CPI,Q9UKE5,compound,protein,1
10090485,CPI,P05177,compound,protein,0
10096344,CPI,Q12884,compound,protein,1
10096344,CPI,P11712,compound,protein,0
10109823,CPI,P17252,compound,protein,1
10109823,CPI,P49137,compound,protein,1
10109823,CPI,Q969P6,compound,protein,0
10113978,CPI,O14976,compound,protein,1
10113978,CPI,O15197,compound,protein,1
10113978,CPI,O94921,compound,protein,1
10113978,CPI,P19784,compound,protein,1
10113978,CPI,P24941,compound,protein,1
10113978,CPI,P29376,compound,protein,1
