head,relation,tail,head_type,tail_type,label
10026128,CPI,P08913,compound,protein,0
10029385,CPI,P11309,compound,protein,1
10029385,CPI,Q8N4C8,compound,protein,1
10029385,CPI,P52564,compound,protein,0
10052040,CPI,Q9UBN7,compound,protein,0
10071196,CPI,Q59H18,compound,protein,0
10074640,CPI,O15264,compound,protein,1
10074640,CPI,O94921,compound,protein,1
10074640,CPI,P0C1S8,compound,protein,1
10074640,CPI,P21127,compound,protein,1
10074640,CPI,P30291,compound,protein,1
10074640,CPI,P31751,compound,protein,1
10074640,CPI,P51813,compound,protein,1
10074640,CPI,P53350,compound,protein,1
10074640,CPI,Q00537,compound,protein,1
10074640,CPI,Q05655,compound,protein,1
10074640,CPI,Q13557,compound,protein,1
10074640,CPI,Q6XUX3,compound,protein,1
10074640,CPI,Q86V86,compound,protein,1
10074640,CPI,Q86YV6,compound,protein,1
10074640,CPI,Q86Z02,compound,protein,1
10074640,CPI,Q8IYT8,compound,protein,1
10074640,CPI,Q96SB4,compound,protein,1
10074640,CPI,Q9BX84,compound,protein,1
10074640,CPI,Q9BYT3,compound,protein,1
10074640,CPI,Q9UIK4,compound,protein,1
10074640,CPI,Q9Y616,compound,protein,1
10074640,CPI,P00918,compound,protein,0
10074640,CPI,Q9UNQ0,compound,protein,0
10074640,CPI,O94782,compound,protein,0
10074640,CPI,Q9P003,compound,protein,0
10074640,CPI,O00189,compound,protein,0
10074640,CPI,Q6UUV9,compound,protein,0
10074640,CPI,O14737,compound,protein,0
10074640,CPI,O75054,compound,protein,0
10074640,CPI,A6NMK7,compound,protein,0
10074640,CPI,Q9NP31,compound,protein,0
10074640,CPI,Q9GZT6,compound,protein,0
10074640,CPI,Q14676,compound,protein,0
10074640,CPI,Q9H5J4,compound,protein,0
10090485,CPI,Q8N4C8,compound,protein,1
10090485,CPI,P54132,compound,protein,0
10090485,CPI,P41595,compound,protein,0
10096344,CPI,O75496,compound,protein,0
10096344,CPI,Q16637,compound,protein,0
10109823,CPI,P49137,compound,protein,1
10109823,CPI,P49841,compound,protein,1
10109823,CPI,P43088,compound,protein,0
10117987,CPI,P29275,compound,protein,1
10127622,CPI,O96017,compound,protein,1
10127622,CPI,P45985,compound,protein,1
10127622,CPI,P53778,compound,protein,1
10127622,CPI,Q02779,compound,protein,1
10127622,CPI,Q12852,compound,protein,1
10127622,CPI,Q13627,compound,protein,1
10127622,CPI,Q9H2G2,compound,protein,1
10127622,CPI,Q9H2X6,compound,protein,1
10127622,CPI,Q9UEE5,compound,protein,1
10127622,CPI,Q9UQB9,compound,protein,1
10127622,CPI,P11473,compound,protein,0
10127622,CPI,Q96QE3,compound,protein,0
10127622,CPI,P27695,compound,protein,0
10127622,CPI,Q16665,compound,protein,0
10127622,CPI,P08912,compound,protein,0
10127622,CPI,P32238,compound,protein,0
10127622,CPI,P05177,compound,protein,0
10127622,CPI,P20309,compound,protein,0
10127622,CPI,Q96EP1,compound,protein,0
10127622,CPI,Q9UKA2,compound,protein,0
10127622,CPI,Q9ULH7,compound,protein,0
10127622,CPI,Q9HCM1,compound,protein,0
10127622,CPI,Q6UW88,compound,protein,0
10127622,CPI,O60494,compound,protein,0
10127622,CPI,Q2T9L4,compound,protein,0
10127622,CPI,Q9NPF5,compound,protein,0
10127622,CPI,O95467,compound,protein,0
10127622,CPI,Q6PI98,compound,protein,0
10127622,CPI,Q9NZ52,compound,protein,0
10127622,CPI,Q9HBT6,compound,protein,0
10127622,CPI,P14543,compound,protein,0
10127622,CPI,Q9NVK5,compound,protein,0
10133,CPI,Q8TDU6,compound,protein,1
101616,CPI,O75496,compound,protein,1
101616,CPI,P27448,compound,protein,0
101616,CPI,Q9P1W9,compound,protein,0
10168,CPI,P14616,compound,protein,0
10168,CPI,Q12851,compound,protein,0
10173949,CPI,P11362,compound,protein,1
1017704,CPI,O75496,compound,protein,1
1017704,CPI,P0C264,compound,protein,0
1017704,CPI,Q00535,compound,protein,0
10182969,CPI,P02763,compound,protein,0
10184653,CPI,O00329,compound,protein,1
10184653,CPI,O75914,compound,protein,1
10184653,CPI,O76039,compound,protein,1
10184653,CPI,O96013,compound,protein,1
10184653,CPI,P07332,compound,protein,1
10184653,CPI,P16234,compound,protein,1
10184653,CPI,P23443,compound,protein,1
10184653,CPI,P23458,compound,protein,1
10184653,CPI,P42680,compound,protein,1
10184653,CPI,P48730,compound,protein,1
10184653,CPI,P55263,compound,protein,1
10184653,CPI,Q08345,compound,protein,1
10184653,CPI,Q15759,compound,protein,1
10184653,CPI,Q2M2I8,compound,protein,1
10184653,CPI,Q52WX2,compound,protein,1
10184653,CPI,Q86Z02,compound,protein,1
10184653,CPI,Q96NX5,compound,protein,1
10184653,CPI,Q9BX84,compound,protein,1
10184653,CPI,Q9H0K1,compound,protein,1
10184653,CPI,Q9H2G2,compound,protein,1
10184653,CPI,Q9H422,compound,protein,1
10184653,CPI,Q9H4B4,compound,protein,1
10184653,CPI,Q9NWZ3,compound,protein,1
10184653,CPI,Q9NYY3,compound,protein,1
10184653,CPI,Q9UK32,compound,protein,1
10184653,CPI,Q9Y5S2,compound,protein,1
10184653,CPI,Q16637,compound,protein,0
10184653,CPI,Q6W5P4,compound,protein,0
10184653,CPI,Q13148,compound,protein,0
10184653,CPI,P05177,compound,protein,0
10184653,CPI,Q9C002,compound,protein,0
10184653,CPI,P61966,compound,protein,0
10184653,CPI,Q7L1I2,compound,protein,0
10184653,CPI,P22352,compound,protein,0
10184653,CPI,O14613,compound,protein,0
10184653,CPI,Q6ZYL4,compound,protein,0
10184653,CPI,O95684,compound,protein,0
10184653,CPI,Q16563,compound,protein,0
10184653,CPI,Q8NH53,compound,protein,0
10184653,CPI,Q05519,compound,protein,0
10184653,CPI,P09228,compound,protein,0
10184653,CPI,Q6UY27,compound,protein,0
10184653,CPI,Q96Q11,compound,protein,0
10184653,CPI,Q10587,compound,protein,0
10184653,CPI,Q7LBR1,compound,protein,0
10184653,CPI,Q86YJ6,compound,protein,0
10184653,CPI,Q99735,compound,protein,0
10202642,CPI,Q99700,compound,protein,0
10205,CPI,P33261,compound,protein,1
10223146,CPI,P21453,compound,protein,1
10224714,CPI,P24941,compound,protein,1
10253143,CPI,P78356,compound,protein,0
10275789,CPI,P24941,compound,protein,1
10275789,CPI,P49760,compound,protein,1
10275789,CPI,P11362,compound,protein,0
10275789,CPI,P11309,compound,protein,0
10275789,CPI,Q99683,compound,protein,0
10275789,CPI,Q9Y616,compound,protein,0
10291556,CPI,O75496,compound,protein,1
10291556,CPI,P35354,compound,protein,1
10295295,CPI,P13631,compound,protein,1
10297043,CPI,P09619,compound,protein,1
10297043,CPI,P07550,compound,protein,0
10297043,CPI,P16050,compound,protein,0
10302451,CPI,P36888,compound,protein,1
10302451,CPI,P54760,compound,protein,1
10302451,CPI,Q13705,compound,protein,1
10302451,CPI,Q9Y5N1,compound,protein,0
10313,CPI,P00918,compound,protein,0
10341154,CPI,P45984,compound,protein,1
10341154,CPI,Q07869,compound,protein,0
10365,CPI,O15054,compound,protein,1
10365,CPI,P10636,compound,protein,1
10365,CPI,P41229,compound,protein,1
10365,CPI,Q9Y2K7,compound,protein,1
10365,CPI,O15550,compound,protein,0
10365,CPI,P28221,compound,protein,0
10366136,CPI,O14976,compound,protein,1
10366136,CPI,P06493,compound,protein,1
