head,relation,tail,head_type,tail_type,label
100016,CPI,Q96SB4,compound,protein,0
10022508,CPI,P49759,compound,protein,0
10029385,CPI,P06213,compound,protein,1
10029385,CPI,Q05513,compound,protein,1
10029385,CPI,Q14012,compound,protein,1
10029385,CPI,Q96SB4,compound,protein,1
10029385,CPI,Q9H4B4,compound,protein,1
10029385,CPI,Q9UEE5,compound,protein,1
10029385,CPI,Q8N6T3,compound,protein,0
10029385,CPI,P05177,compound,protein,0
10052040,CPI,P21554,compound,protein,1
10074640,CPI,O94768,compound,protein,1
10074640,CPI,O94921,compound,protein,1
10074640,CPI,P27448,compound,protein,1
10074640,CPI,P33981,compound,protein,1
10074640,CPI,P37023,compound,protein,1
10074640,CPI,P78362,compound,protein,1
10074640,CPI,Q00526,compound,protein,1
10074640,CPI,Q16584,compound,protein,1
10074640,CPI,Q9Y616,compound,protein,1
10074640,CPI,Q9Y5L3,compound,protein,0
10074640,CPI,P20645,compound,protein,0
10074640,CPI,Q9NSD5,compound,protein,0
10074640,CPI,Q6FHJ7,compound,protein,0
10074640,CPI,Q8WUK0,compound,protein,0
10074640,CPI,Q9GZR1,compound,protein,0
10074640,CPI,Q8NHE4,compound,protein,0
10074640,CPI,Q9HBG4,compound,protein,0
10074640,CPI,Q9NYK1,compound,protein,0
10074640,CPI,Q7RTR8,compound,protein,0
10077130,CPI,P10635,compound,protein,0
10077130,CPI,P21554,compound,protein,0
10090485,CPI,P30411,compound,protein,0
10096344,CPI,P20393,compound,protein,0
10109823,CPI,P04049,compound,protein,1
10109823,CPI,P27361,compound,protein,1
10109823,CPI,Q9HCP0,compound,protein,0
10113978,CPI,P21127,compound,protein,1
10113978,CPI,P30291,compound,protein,1
10113978,CPI,Q00532,compound,protein,1
10113978,CPI,Q02156,compound,protein,1
10113978,CPI,Q16790,compound,protein,1
10113978,CPI,Q7KZI7,compound,protein,1
10113978,CPI,Q86YV6,compound,protein,1
10113978,CPI,Q8IVW4,compound,protein,1
10113978,CPI,Q8IW41,compound,protein,1
10113978,CPI,Q8IWQ3,compound,protein,1
10113978,CPI,Q8N568,compound,protein,1
10113978,CPI,Q8TD08,compound,protein,1
10113978,CPI,Q9P0L2,compound,protein,1
10113978,CPI,Q9P1W9,compound,protein,1
10113978,CPI,Q9UPE1,compound,protein,1
10113978,CPI,Q9Y275,compound,protein,0
10113978,CPI,P07478,compound,protein,0
10113978,CPI,P32927,compound,protein,0
10113978,CPI,Q8IWU5,compound,protein,0
10113978,CPI,P07384,compound,protein,0
10113978,CPI,Q9H0H5,compound,protein,0
10113978,CPI,P78559,compound,protein,0
10113978,CPI,P13073,compound,protein,0
10113978,CPI,Q99436,compound,protein,0
10113978,CPI,O60779,compound,protein,0
10117987,CPI,P27544,compound,protein,0
10126189,CPI,P08047,compound,protein,1
10127622,CPI,O14757,compound,protein,1
10127622,CPI,P14616,compound,protein,1
10127622,CPI,P19784,compound,protein,1
10127622,CPI,P21860,compound,protein,1
10127622,CPI,P51957,compound,protein,1
10127622,CPI,Q00536,compound,protein,1
10127622,CPI,Q16584,compound,protein,1
10127622,CPI,Q8WU08,compound,protein,1
10127622,CPI,Q96Q40,compound,protein,1
