head,relation,tail,head_type,tail_type,label
10000456,CPI,P08581,compound,protein,0
100016,CPI,P78368,compound,protein,0
10026128,CPI,P03372,compound,protein,1
10029385,CPI,O14757,compound,protein,1
10029385,CPI,O15075,compound,protein,1
10029385,CPI,P05129,compound,protein,1
10029385,CPI,P68400,compound,protein,1
10029385,CPI,Q16706,compound,protein,0
10029385,CPI,P02545,compound,protein,0
10050129,CPI,P35462,compound,protein,0
10067489,CPI,Q9NYA1,compound,protein,0
10068193,CPI,Q8N474,compound,protein,0
10074640,CPI,O60331,compound,protein,1
10074640,CPI,P04629,compound,protein,1
10074640,CPI,P22694,compound,protein,1
10074640,CPI,P53355,compound,protein,1
10074640,CPI,Q09013,compound,protein,1
10074640,CPI,Q12851,compound,protein,1
10074640,CPI,Q14164,compound,protein,1
10074640,CPI,Q15067,compound,protein,1
10074640,CPI,Q15569,compound,protein,1
10074640,CPI,Q9HAZ1,compound,protein,1
10074640,CPI,Q9NYY3,compound,protein,1
10074640,CPI,Q9UBB5,compound,protein,0
10074640,CPI,A0AVT1,compound,protein,0
10074640,CPI,Q8IVH4,compound,protein,0
10074640,CPI,Q8N159,compound,protein,0
10074640,CPI,P15104,compound,protein,0
10074640,CPI,P48547,compound,protein,0
10074640,CPI,P10606,compound,protein,0
10074640,CPI,P35625,compound,protein,0
10077147,CPI,Q8N884,compound,protein,1
10077147,CPI,Q9UHD2,compound,protein,1
10077147,CPI,P16444,compound,protein,0
10077147,CPI,P31645,compound,protein,0
10077147,CPI,Q03181,compound,protein,0
10109823,CPI,O14757,compound,protein,1
10113978,CPI,O00506,compound,protein,1
10113978,CPI,P16591,compound,protein,1
10113978,CPI,P42338,compound,protein,1
10113978,CPI,Q13470,compound,protein,1
10113978,CPI,Q8WU08,compound,protein,1
10113978,CPI,Q9H0K1,compound,protein,1
10113978,CPI,Q9P1W9,compound,protein,1
10113978,CPI,Q9UQQ2,compound,protein,1
10113978,CPI,Q9Y463,compound,protein,1
10113978,CPI,Q8N474,compound,protein,0
10113978,CPI,Q9Y570,compound,protein,0
10113978,CPI,Q9Y6A2,compound,protein,0
10113978,CPI,O60656,compound,protein,0
10113978,CPI,Q12888,compound,protein,0
10113978,CPI,Q6TGC4,compound,protein,0
10113978,CPI,O43924,compound,protein,0
10113978,CPI,P15169,compound,protein,0
10113978,CPI,Q9GZT9,compound,protein,0
10113978,CPI,Q99489,compound,protein,0
10113978,CPI,P54886,compound,protein,0
10113978,CPI,O60488,compound,protein,0
10113978,CPI,Q8NBN7,compound,protein,0
10113978,CPI,P35579,compound,protein,0
10113978,CPI,O14649,compound,protein,0
10113978,CPI,Q8N5Z0,compound,protein,0
10126189,CPI,O14764,compound,protein,0
10127622,CPI,O00506,compound,protein,1
10127622,CPI,O14730,compound,protein,1
10127622,CPI,P15735,compound,protein,1
10127622,CPI,P27361,compound,protein,1
10127622,CPI,P33981,compound,protein,1
10127622,CPI,P54764,compound,protein,1
10127622,CPI,Q00526,compound,protein,1
10127622,CPI,Q02156,compound,protein,1
10127622,CPI,Q13188,compound,protein,1
10127622,CPI,Q15569,compound,protein,1
10127622,CPI,Q6PHR2,compound,protein,1
10127622,CPI,Q6XUX3,compound,protein,1
10127622,CPI,Q7KZI7,compound,protein,1
