head,relation,tail,head_type,tail_type,label
10020353,CPI,P21728,compound,protein,1
10026128,CPI,Q9UKP6,compound,protein,0
10029385,CPI,O94806,compound,protein,1
10029385,CPI,P11362,compound,protein,1
10029385,CPI,P15735,compound,protein,1
10029385,CPI,P37173,compound,protein,1
10029385,CPI,Q9Y6M4,compound,protein,1
10029385,CPI,P19971,compound,protein,0
10071196,CPI,P08172,compound,protein,1
10071196,CPI,P28335,compound,protein,1
10074640,CPI,O15264,compound,protein,1
10074640,CPI,O75716,compound,protein,1
10074640,CPI,P29320,compound,protein,1
10074640,CPI,P29323,compound,protein,1
10074640,CPI,P48736,compound,protein,1
10074640,CPI,P50750,compound,protein,1
10074640,CPI,P51955,compound,protein,1
10074640,CPI,P52333,compound,protein,1
10074640,CPI,Q13546,compound,protein,1
10074640,CPI,Q13554,compound,protein,1
10074640,CPI,Q15375,compound,protein,1
10074640,CPI,Q96GD4,compound,protein,1
10074640,CPI,Q96L34,compound,protein,1
10074640,CPI,Q99683,compound,protein,1
10074640,CPI,Q9H2K8,compound,protein,1
10074640,CPI,Q9P2K8,compound,protein,1
10074640,CPI,Q9UHD2,compound,protein,1
10074640,CPI,Q9UL51,compound,protein,0
10074640,CPI,P20393,compound,protein,0
10074640,CPI,Q9NSD5,compound,protein,0
10074640,CPI,P80511,compound,protein,0
10074640,CPI,Q05BQ5,compound,protein,0
10074640,CPI,P00390,compound,protein,0
10074640,CPI,Q12882,compound,protein,0
10074640,CPI,P68366,compound,protein,0
10074640,CPI,Q13956,compound,protein,0
10077147,CPI,Q14191,compound,protein,0
10090485,CPI,P36896,compound,protein,1
10090485,CPI,Q9Y572,compound,protein,1
10099206,CPI,P49354,compound,protein,1
10109823,CPI,P45985,compound,protein,1
10109823,CPI,Q02750,compound,protein,1
10109823,CPI,Q8IWU5,compound,protein,0
10113978,CPI,P30530,compound,protein,1
10113978,CPI,P34947,compound,protein,1
10113978,CPI,Q00532,compound,protein,1
10113978,CPI,Q8IW41,compound,protein,1
10113978,CPI,Q8WU08,compound,protein,1
10113978,CPI,Q99683,compound,protein,1
10113978,CPI,Q9Y2U5,compound,protein,1
10113978,CPI,Q14832,compound,protein,0
10113978,CPI,P07478,compound,protein,0
10113978,CPI,P16444,compound,protein,0
10113978,CPI,Q9HBG4,compound,protein,0
10113978,CPI,Q16769,compound,protein,0
10113978,CPI,Q06520,compound,protein,0
10127622,CPI,P06239,compound,protein,1
10127622,CPI,P07332,compound,protein,1
10127622,CPI,P35367,compound,protein,1
10127622,CPI,P37173,compound,protein,1
10127622,CPI,P51955,compound,protein,1
10127622,CPI,P54646,compound,protein,1
10127622,CPI,Q12866,compound,protein,1
10127622,CPI,Q13163,compound,protein,1
10127622,CPI,Q15349,compound,protein,1
10127622,CPI,Q86V86,compound,protein,1
10127622,CPI,Q96RR4,compound,protein,1
10127622,CPI,Q9NRM7,compound,protein,1
10127622,CPI,Q9UIK4,compound,protein,1
10127622,CPI,P63104,compound,protein,0
10127622,CPI,Q14940,compound,protein,0
10127622,CPI,P02774,compound,protein,0
10127622,CPI,Q13075,compound,protein,0
10127622,CPI,P55201,compound,protein,0
10127622,CPI,P50213,compound,protein,0
10127622,CPI,P15104,compound,protein,0
10127622,CPI,P62917,compound,protein,0
10131112,CPI,P28223,compound,protein,1
10141893,CPI,O60285,compound,protein,0
10152654,CPI,P43005,compound,protein,0
10152654,CPI,P35367,compound,protein,0
10154,CPI,Q9BQB4,compound,protein,1
10168,CPI,P10636,compound,protein,1
10168,CPI,P08172,compound,protein,0
10173949,CPI,Q3T906,compound,protein,0
10184653,CPI,O15075,compound,protein,1
10184653,CPI,O60331,compound,protein,1
10184653,CPI,P00533,compound,protein,1
10184653,CPI,P15056,compound,protein,1
10184653,CPI,P29320,compound,protein,1
10184653,CPI,P31152,compound,protein,1
10184653,CPI,Q04912,compound,protein,1
10184653,CPI,Q9BVS4,compound,protein,1
10184653,CPI,Q9Y5Z0,compound,protein,0
10184653,CPI,P29144,compound,protein,0
10184653,CPI,P43003,compound,protein,0
10184653,CPI,P68363,compound,protein,0
10184653,CPI,P24468,compound,protein,0
10184653,CPI,Q01196,compound,protein,0
10184653,CPI,P45880,compound,protein,0
10184653,CPI,Q16769,compound,protein,0
10184653,CPI,P53004,compound,protein,0
10184653,CPI,P06307,compound,protein,0
10184653,CPI,P23381,compound,protein,0
10184653,CPI,O00519,compound,protein,0
10200390,CPI,O00311,compound,protein,1
10200390,CPI,O43781,compound,protein,1
10200390,CPI,O60674,compound,protein,1
10200390,CPI,P00533,compound,protein,1
10200390,CPI,P36888,compound,protein,1
10200390,CPI,P51617,compound,protein,1
10200390,CPI,P53350,compound,protein,1
10200390,CPI,Q9Y2I7,compound,protein,0
