head,relation,tail,head_type,tail_type,label
10026128,CPI,P06401,compound,protein,1
10029385,CPI,P49841,compound,protein,1
10029385,CPI,P51617,compound,protein,1
10029385,CPI,Q15303,compound,protein,1
10029385,CPI,Q8NE63,compound,protein,1
10029385,CPI,Q9NQB0,compound,protein,0
10029385,CPI,P27544,compound,protein,0
10029385,CPI,Q9Y5L3,compound,protein,0
10040286,CPI,Q99720,compound,protein,1
10071196,CPI,Q9NUW8,compound,protein,0
10074640,CPI,O15197,compound,protein,1
10074640,CPI,O75914,compound,protein,1
10074640,CPI,P08631,compound,protein,1
10074640,CPI,P0C1S8,compound,protein,1
10074640,CPI,P10721,compound,protein,1
10074640,CPI,P42680,compound,protein,1
10074640,CPI,P43405,compound,protein,1
10074640,CPI,P45983,compound,protein,1
10074640,CPI,P54764,compound,protein,1
10074640,CPI,Q13554,compound,protein,1
10074640,CPI,Q13627,compound,protein,1
10074640,CPI,Q59H18,compound,protein,1
10074640,CPI,Q92918,compound,protein,1
10074640,CPI,Q9P1W9,compound,protein,1
10074640,CPI,Q9UQB9,compound,protein,1
10074640,CPI,P24903,compound,protein,0
10074640,CPI,A0AVT1,compound,protein,0
10074640,CPI,P19835,compound,protein,0
10074640,CPI,P49768,compound,protein,0
10074640,CPI,Q08211,compound,protein,0
10074640,CPI,Q15077,compound,protein,0
10074640,CPI,Q07864,compound,protein,0
10074640,CPI,Q12830,compound,protein,0
10074640,CPI,P21673,compound,protein,0
10074640,CPI,Q9UJT1,compound,protein,0
10074640,CPI,Q9UHJ3,compound,protein,0
10074640,CPI,P19235,compound,protein,0
10074640,CPI,O75964,compound,protein,0
10074640,CPI,P22760,compound,protein,0
10074640,CPI,O95870,compound,protein,0
10074640,CPI,Q96NZ9,compound,protein,0
10077147,CPI,P20645,compound,protein,0
10090485,CPI,P35968,compound,protein,1
10109069,CPI,P04626,compound,protein,0
10109823,CPI,P51451,compound,protein,1
10109823,CPI,P34981,compound,protein,0
10113978,CPI,O75460,compound,protein,1
10113978,CPI,P07949,compound,protein,1
10113978,CPI,P16591,compound,protein,1
10113978,CPI,P29376,compound,protein,1
10113978,CPI,P42336,compound,protein,1
10113978,CPI,P49760,compound,protein,1
10113978,CPI,Q06418,compound,protein,1
10113978,CPI,Q13523,compound,protein,1
10113978,CPI,Q16659,compound,protein,1
10113978,CPI,Q2M2I8,compound,protein,1
10113978,CPI,Q8IU85,compound,protein,1
10113978,CPI,Q8TDR2,compound,protein,1
10113978,CPI,Q9BWU1,compound,protein,1
10113978,CPI,Q9UKI8,compound,protein,1
10113978,CPI,Q9UPZ9,compound,protein,1
10113978,CPI,Q9UQM7,compound,protein,1
10113978,CPI,Q9UPP1,compound,protein,0
