head,relation,tail,head_type,tail_type,label
10029385,CPI,P45983,compound,protein,1
10029385,CPI,P49760,compound,protein,1
10029385,CPI,Q16620,compound,protein,1
10029385,CPI,Q9H2X6,compound,protein,1
10029385,CPI,Q9UEE5,compound,protein,1
10029385,CPI,P34981,compound,protein,0
10029385,CPI,Q8NFA2,compound,protein,0
10029385,CPI,P50570,compound,protein,0
10052040,CPI,Q16706,compound,protein,0
10071196,CPI,P20645,compound,protein,0
10074640,CPI,O43318,compound,protein,1
10074640,CPI,O75385,compound,protein,1
10074640,CPI,O95747,compound,protein,1
10074640,CPI,P06213,compound,protein,1
10074640,CPI,P0C264,compound,protein,1
10074640,CPI,P36897,compound,protein,1
10074640,CPI,P50613,compound,protein,1
10074640,CPI,Q00532,compound,protein,1
10074640,CPI,Q5S007,compound,protein,1
10074640,CPI,Q96BR1,compound,protein,1
10074640,CPI,Q9P1W9,compound,protein,1
10074640,CPI,Q9P2K8,compound,protein,1
10074640,CPI,Q9UK32,compound,protein,1
10074640,CPI,Q92633,compound,protein,0
10074640,CPI,P20645,compound,protein,0
10074640,CPI,P50570,compound,protein,0
10074640,CPI,P00750,compound,protein,0
10074640,CPI,P21281,compound,protein,0
10074640,CPI,P05113,compound,protein,0
10074640,CPI,P06702,compound,protein,0
10074640,CPI,P29508,compound,protein,0
10074640,CPI,P21673,compound,protein,0
10077130,CPI,O95342,compound,protein,1
10090485,CPI,Q9Y275,compound,protein,0
10096344,CPI,P07550,compound,protein,1
10096344,CPI,P18089,compound,protein,1
10096344,CPI,P25021,compound,protein,1
10096344,CPI,P08559,compound,protein,0
10096344,CPI,Q96KQ7,compound,protein,0
10109823,CPI,O75582,compound,protein,1
10109823,CPI,P45985,compound,protein,1
10109823,CPI,P53779,compound,protein,1
10109823,CPI,P19022,compound,protein,0
10113978,CPI,O75460,compound,protein,1
10113978,CPI,P15735,compound,protein,1
10113978,CPI,P31152,compound,protein,1
10113978,CPI,P33981,compound,protein,1
10113978,CPI,P42681,compound,protein,1
10113978,CPI,P49674,compound,protein,1
10113978,CPI,P51813,compound,protein,1
10113978,CPI,Q15349,compound,protein,1
10113978,CPI,Q15569,compound,protein,1
10113978,CPI,Q32MK0,compound,protein,1
10113978,CPI,Q59H18,compound,protein,1
10113978,CPI,Q86Y07,compound,protein,1
10113978,CPI,Q9BUB5,compound,protein,1
10113978,CPI,Q9UBF8,compound,protein,1
10113978,CPI,Q9Y2U5,compound,protein,1
10113978,CPI,Q16706,compound,protein,0
10113978,CPI,Q9HBW0,compound,protein,0
10113978,CPI,P10092,compound,protein,0
10113978,CPI,P40926,compound,protein,0
10113978,CPI,Q15155,compound,protein,0
10113978,CPI,P50440,compound,protein,0
10113978,CPI,Q15238,compound,protein,0
10113978,CPI,P22888,compound,protein,0
10113978,CPI,Q5QJU3,compound,protein,0
10113978,CPI,P17752,compound,protein,0
10113978,CPI,O15528,compound,protein,0
10127622,CPI,O60285,compound,protein,1
10127622,CPI,P30530,compound,protein,1
10127622,CPI,P48736,compound,protein,1
10127622,CPI,P52333,compound,protein,1
10127622,CPI,Q02750,compound,protein,1
10127622,CPI,Q05397,compound,protein,1
10127622,CPI,Q12866,compound,protein,1
10127622,CPI,Q13188,compound,protein,1
10127622,CPI,Q14012,compound,protein,1
10127622,CPI,Q15208,compound,protein,1
10127622,CPI,Q15746,compound,protein,1
