head,relation,tail,head_type,tail_type,label
100016,CPI,Q15418,compound,protein,0
10026128,CPI,Q9NQB0,compound,protein,0
10029385,CPI,O75116,compound,protein,1
10029385,CPI,P29317,compound,protein,1
10029385,CPI,P00488,compound,protein,0
10040286,CPI,Q99720,compound,protein,1
100526,CPI,Q99714,compound,protein,1
10074640,CPI,O14730,compound,protein,1
10074640,CPI,O14920,compound,protein,1
10074640,CPI,P00519,compound,protein,1
10074640,CPI,P15735,compound,protein,1
10074640,CPI,P31749,compound,protein,1
10074640,CPI,P36896,compound,protein,1
10074640,CPI,P37173,compound,protein,1
10074640,CPI,P41240,compound,protein,1
10074640,CPI,P52564,compound,protein,1
10074640,CPI,P53779,compound,protein,1
10074640,CPI,P80192,compound,protein,1
10074640,CPI,Q13557,compound,protein,1
10074640,CPI,Q15375,compound,protein,1
10074640,CPI,Q16288,compound,protein,1
10074640,CPI,Q8IW41,compound,protein,1
10074640,CPI,Q8WU08,compound,protein,1
10074640,CPI,Q9BYT3,compound,protein,1
10074640,CPI,Q9H093,compound,protein,1
10074640,CPI,Q9H1R3,compound,protein,1
10074640,CPI,Q9NYL2,compound,protein,1
10074640,CPI,Q9UQB9,compound,protein,1
10074640,CPI,Q9Y4K4,compound,protein,1
10074640,CPI,Q9Y6E0,compound,protein,1
10074640,CPI,P29459,compound,protein,0
10074640,CPI,Q92542,compound,protein,0
10074640,CPI,O00429,compound,protein,0
10074640,CPI,P19971,compound,protein,0
10074640,CPI,P42898,compound,protein,0
10074640,CPI,O15374,compound,protein,0
10074640,CPI,Q99728,compound,protein,0
10074640,CPI,O95865,compound,protein,0
10074640,CPI,P14410,compound,protein,0
10074640,CPI,Q6GMR7,compound,protein,0
1007755,CPI,O95977,compound,protein,1
10090485,CPI,O14976,compound,protein,1
10090485,CPI,Q13564,compound,protein,0
10113978,CPI,O60674,compound,protein,1
10113978,CPI,P22694,compound,protein,1
10113978,CPI,P53355,compound,protein,1
10113978,CPI,Q02763,compound,protein,1
10113978,CPI,Q15303,compound,protein,1
10113978,CPI,Q8IW41,compound,protein,1
10113978,CPI,Q8IY84,compound,protein,1
10113978,CPI,Q9BXA7,compound,protein,1
10113978,CPI,Q9Y2K2,compound,protein,1
10113978,CPI,Q9Y6E0,compound,protein,1
10113978,CPI,P11597,compound,protein,0
10113978,CPI,A4D1B5,compound,protein,0
10113978,CPI,Q9HBW0,compound,protein,0
10113978,CPI,P45880,compound,protein,0
10113978,CPI,P63000,compound,protein,0
10113978,CPI,P17735,compound,protein,0
10113978,CPI,Q7Z3E1,compound,protein,0
10113978,CPI,P05413,compound,protein,0
10113978,CPI,Q9BXF3,compound,protein,0
10113978,CPI,P29034,compound,protein,0
10113978,CPI,P53004,compound,protein,0
10113978,CPI,Q6IA69,compound,protein,0
10127622,CPI,O00238,compound,protein,1
10127622,CPI,O15146,compound,protein,1
10127622,CPI,P08631,compound,protein,1
10127622,CPI,P0C264,compound,protein,1
10127622,CPI,P19525,compound,protein,1
10127622,CPI,P21709,compound,protein,1
10127622,CPI,P21860,compound,protein,1
10127622,CPI,P27448,compound,protein,1
10127622,CPI,P36897,compound,protein,1
10127622,CPI,P41240,compound,protein,1
10127622,CPI,P51813,compound,protein,1
10127622,CPI,Q06187,compound,protein,1
10127622,CPI,Q12851,compound,protein,1
10127622,CPI,Q13164,compound,protein,1
10127622,CPI,Q8IW41,compound,protein,1
10127622,CPI,Q8N752,compound,protein,1
10127622,CPI,Q9HAZ1,compound,protein,1
10127622,CPI,Q9UHD2,compound,protein,1
10127622,CPI,Q8WW43,compound,protein,0
10127622,CPI,P10600,compound,protein,0
10127622,CPI,P20645,compound,protein,0
10127622,CPI,Q8IWU5,compound,protein,0
10127622,CPI,P16066,compound,protein,0
10127622,CPI,Q9GZT9,compound,protein,0
10127622,CPI,Q16581,compound,protein,0
10127622,CPI,P53396,compound,protein,0
10127622,CPI,O14842,compound,protein,0
10127622,CPI,O15427,compound,protein,0
10127622,CPI,P30613,compound,protein,0
