head,relation,tail,head_type,tail_type,label
10026128,CPI,P06401,compound,protein,1
10029385,CPI,P06239,compound,protein,1
10029385,CPI,P51617,compound,protein,1
10029385,CPI,Q9H2X6,compound,protein,1
10029385,CPI,P45974,compound,protein,0
10029385,CPI,Q96KQ7,compound,protein,0
10050129,CPI,Q9H3Y6,compound,protein,0
10052040,CPI,P21554,compound,protein,1
100526,CPI,P10600,compound,protein,0
10067489,CPI,P06401,compound,protein,1
10067489,CPI,P13569,compound,protein,0
10074640,CPI,O00444,compound,protein,1
10074640,CPI,O43318,compound,protein,1
10074640,CPI,O96013,compound,protein,1
10074640,CPI,P16591,compound,protein,1
10074640,CPI,P27361,compound,protein,1
10074640,CPI,P29376,compound,protein,1
10074640,CPI,P32298,compound,protein,1
10074640,CPI,P53667,compound,protein,1
10074640,CPI,P57058,compound,protein,1
10074640,CPI,P57078,compound,protein,1
10074640,CPI,Q07912,compound,protein,1
10074640,CPI,Q13153,compound,protein,1
10074640,CPI,Q15303,compound,protein,1
10074640,CPI,Q15746,compound,protein,1
10074640,CPI,Q8IVW4,compound,protein,1
10074640,CPI,Q96PY6,compound,protein,1
10074640,CPI,Q99759,compound,protein,1
10074640,CPI,Q9BX84,compound,protein,1
10074640,CPI,Q9UQ88,compound,protein,1
10074640,CPI,Q9NPC2,compound,protein,0
10074640,CPI,Q7Z2K8,compound,protein,0
10074640,CPI,Q8IWU5,compound,protein,0
10074640,CPI,Q99798,compound,protein,0
10074640,CPI,P29144,compound,protein,0
10074640,CPI,O75355,compound,protein,0
10074640,CPI,Q9NVM4,compound,protein,0
10074640,CPI,Q14416,compound,protein,0
10074640,CPI,P02787,compound,protein,0
10074640,CPI,Q8TDV5,compound,protein,0
10074640,CPI,P14770,compound,protein,0
10074640,CPI,Q53GL7,compound,protein,0
10074640,CPI,P56385,compound,protein,0
10074640,CPI,P28065,compound,protein,0
10074640,CPI,P00505,compound,protein,0
10074640,CPI,Q9H239,compound,protein,0
10077130,CPI,Q9Y5N1,compound,protein,1
10077147,CPI,Q8N884,compound,protein,1
10077147,CPI,Q9UKM7,compound,protein,0
10090485,CPI,Q9Y5L3,compound,protein,0
10096344,CPI,P21397,compound,protein,1
10096344,CPI,Q9UBK8,compound,protein,0
10109823,CPI,Q8N474,compound,protein,0
10113978,CPI,O00238,compound,protein,1
10113978,CPI,O75716,compound,protein,1
