head,relation,tail,head_type,tail_type,label
10029385,CPI,O95819,compound,protein,1
10029385,CPI,P31751,compound,protein,1
10029385,CPI,P35916,compound,protein,1
10029385,CPI,P48729,compound,protein,1
10029385,CPI,Q13131,compound,protein,1
10029385,CPI,Q9H2X6,compound,protein,1
10029385,CPI,Q9NWZ3,compound,protein,1
10029385,CPI,A4D1B5,compound,protein,0
100526,CPI,P36507,compound,protein,0
10067489,CPI,O95352,compound,protein,0
10071166,CPI,P54760,compound,protein,0
10074640,CPI,O75676,compound,protein,1
10074640,CPI,P16083,compound,protein,1
10074640,CPI,P30291,compound,protein,1
10074640,CPI,P42345,compound,protein,1
10074640,CPI,P53355,compound,protein,1
10074640,CPI,Q00535,compound,protein,1
10074640,CPI,Q13873,compound,protein,1
10074640,CPI,Q14164,compound,protein,1
10074640,CPI,Q16512,compound,protein,1
10074640,CPI,Q86UE8,compound,protein,1
10074640,CPI,Q8NI60,compound,protein,1
10074640,CPI,Q9BQI3,compound,protein,1
10074640,CPI,Q9HBH9,compound,protein,1
10074640,CPI,Q9UEE5,compound,protein,1
10074640,CPI,Q9UKI8,compound,protein,1
10074640,CPI,Q96BI3,compound,protein,0
10074640,CPI,Q9NQB0,compound,protein,0
10074640,CPI,Q9Y5L3,compound,protein,0
10074640,CPI,Q01543,compound,protein,0
10074640,CPI,P27544,compound,protein,0
10074640,CPI,P16066,compound,protein,0
10074640,CPI,P59540,compound,protein,0
10074640,CPI,P18847,compound,protein,0
10074640,CPI,P28472,compound,protein,0
10074640,CPI,P59534,compound,protein,0
10074640,CPI,P54710,compound,protein,0
10074640,CPI,Q9Y239,compound,protein,0
10074640,CPI,P17544,compound,protein,0
10074640,CPI,P53805,compound,protein,0
10074640,CPI,P00325,compound,protein,0
10077130,CPI,P25116,compound,protein,1
10077130,CPI,P11597,compound,protein,0
10090485,CPI,O95819,compound,protein,1
10090485,CPI,Q8N4C8,compound,protein,1
10096344,CPI,Q12884,compound,protein,1
10096344,CPI,P78540,compound,protein,0
10096344,CPI,Q8TBC4,compound,protein,0
10099206,CPI,P07948,compound,protein,0
10113978,CPI,O14976,compound,protein,1
10113978,CPI,O15111,compound,protein,1
10113978,CPI,O43318,compound,protein,1
10113978,CPI,O75460,compound,protein,1
10113978,CPI,P22694,compound,protein,1
10113978,CPI,P24941,compound,protein,1
10113978,CPI,P42679,compound,protein,1
10113978,CPI,P45985,compound,protein,1
10113978,CPI,P51812,compound,protein,1
10113978,CPI,Q00526,compound,protein,1
10113978,CPI,Q13233,compound,protein,1
10113978,CPI,Q16566,compound,protein,1
10113978,CPI,Q2M2I8,compound,protein,1
10113978,CPI,Q8TD19,compound,protein,1
10113978,CPI,Q8WU08,compound,protein,1
10113978,CPI,Q9UIK4,compound,protein,1
10113978,CPI,Q9UL54,compound,protein,1
10113978,CPI,P69905,compound,protein,0
10113978,CPI,P19835,compound,protein,0
10113978,CPI,O94907,compound,protein,0
10113978,CPI,Q15077,compound,protein,0
10113978,CPI,P24752,compound,protein,0
10113978,CPI,P38606,compound,protein,0
10113978,CPI,Q13574,compound,protein,0
10113978,CPI,Q9NYV9,compound,protein,0
10127622,CPI,P04629,compound,protein,1
10127622,CPI,P15735,compound,protein,1
10127622,CPI,P16591,compound,protein,1
10127622,CPI,P21802,compound,protein,1
10127622,CPI,P31751,compound,protein,1
10127622,CPI,P42685,compound,protein,1
10127622,CPI,P51813,compound,protein,1
10127622,CPI,P52564,compound,protein,1
10127622,CPI,Q16539,compound,protein,1
10127622,CPI,Q5S007,compound,protein,1
10127622,CPI,Q86UE8,compound,protein,1
10127622,CPI,Q96L34,compound,protein,1
10127622,CPI,Q9H0K1,compound,protein,1
10127622,CPI,Q9H2G2,compound,protein,1
10127622,CPI,P22792,compound,protein,0
10127622,CPI,Q9P1Z3,compound,protein,0
10127622,CPI,P20645,compound,protein,0
10127622,CPI,P08729,compound,protein,0
10127622,CPI,Q00722,compound,protein,0
10127622,CPI,Q8N6T3,compound,protein,0
10127622,CPI,P19429,compound,protein,0
10127622,CPI,P55809,compound,protein,0
10127622,CPI,P02788,compound,protein,0
10127622,CPI,P08670,compound,protein,0
10127622,CPI,P53609,compound,protein,0
10131112,CPI,P21397,compound,protein,0
101498,CPI,P41968,compound,protein,0
101498,CPI,P05177,compound,protein,0
10152654,CPI,P25021,compound,protein,0
101616,CPI,P11712,compound,protein,0
10168,CPI,P09601,compound,protein,0
10168,CPI,Q8WW43,compound,protein,0
10171544,CPI,P07478,compound,protein,0
10171544,CPI,Q15759,compound,protein,0
10172943,CPI,P11473,compound,protein,1
10173277,CPI,Q7KZI7,compound,protein,0
10184653,CPI,O14757,compound,protein,1
10184653,CPI,O14976,compound,protein,1
10184653,CPI,O15075,compound,protein,1
10184653,CPI,O75582,compound,protein,1
10184653,CPI,O94768,compound,protein,1
10184653,CPI,P06239,compound,protein,1
10184653,CPI,P11802,compound,protein,1
10184653,CPI,P21802,compound,protein,1
10184653,CPI,P30530,compound,protein,1
10184653,CPI,P37023,compound,protein,1
10184653,CPI,P41743,compound,protein,1
10184653,CPI,P42684,compound,protein,1
10184653,CPI,Q00535,compound,protein,1
10184653,CPI,Q13523,compound,protein,1
10184653,CPI,Q15208,compound,protein,1
10184653,CPI,Q16512,compound,protein,1
10184653,CPI,Q16513,compound,protein,1
10184653,CPI,Q16832,compound,protein,1
10184653,CPI,Q99640,compound,protein,1
10184653,CPI,Q9P2K8,compound,protein,1
10184653,CPI,Q9UBE8,compound,protein,1
10184653,CPI,Q9UQM7,compound,protein,1
10184653,CPI,Q9Y6I3,compound,protein,0
10184653,CPI,Q8N474,compound,protein,0
10184653,CPI,Q8NFA2,compound,protein,0
10184653,CPI,O94907,compound,protein,0
10184653,CPI,Q01543,compound,protein,0
10184653,CPI,Q9NWT6,compound,protein,0
10184653,CPI,Q13488,compound,protein,0
10184653,CPI,P11532,compound,protein,0
10184653,CPI,P11150,compound,protein,0
10184653,CPI,Q8NHM5,compound,protein,0
10184653,CPI,Q13489,compound,protein,0
10184653,CPI,O00401,compound,protein,0
10184653,CPI,P36776,compound,protein,0
10184653,CPI,Q14831,compound,protein,0
10184653,CPI,P28062,compound,protein,0
10196499,CPI,Q08211,compound,protein,0
10200390,CPI,P06213,compound,protein,1
10200390,CPI,Q16620,compound,protein,1
10200390,CPI,Q01543,compound,protein,0
10200390,CPI,O60741,compound,protein,0
10200390,CPI,P10600,compound,protein,0
10200390,CPI,P22792,compound,protein,0
10200390,CPI,O00767,compound,protein,0
10202642,CPI,Q6W5P4,compound,protein,0
10205,CPI,P08684,compound,protein,1
10206158,CPI,P11597,compound,protein,0
10208,CPI,P10636,compound,protein,1
10208,CPI,A4D1B5,compound,protein,0
102175,CPI,Q9NUW8,compound,protein,1
10219,CPI,Q16665,compound,protein,1
10219702,CPI,P35462,compound,protein,0
10219702,CPI,P29323,compound,protein,0
10223146,CPI,P10092,compound,protein,0
10223146,CPI,Q92633,compound,protein,0
10251,CPI,O15530,compound,protein,0
102614,CPI,Q92731,compound,protein,1
10265481,CPI,P23975,compound,protein,1
10275789,CPI,Q02224,compound,protein,0
10275789,CPI,P15169,compound,protein,0
10291556,CPI,P35354,compound,protein,1
10291556,CPI,P06733,compound,protein,0
10296883,CPI,P16591,compound,protein,1
10296883,CPI,P43405,compound,protein,1
10296883,CPI,P49137,compound,protein,1
10296883,CPI,Q13177,compound,protein,1
10296883,CPI,Q13557,compound,protein,1
10296883,CPI,Q9BXA7,compound,protein,1
10296883,CPI,Q9H4B4,compound,protein,1
10296883,CPI,Q9NR20,compound,protein,1
10296883,CPI,Q9Y6M4,compound,protein,1
10296883,CPI,O00754,compound,protein,0
10296883,CPI,P10600,compound,protein,0
10296883,CPI,Q8N6T3,compound,protein,0
10296883,CPI,P42898,compound,protein,0
10297043,CPI,P00519,compound,protein,1
10302451,CPI,P12931,compound,protein,1
10302451,CPI,Q04771,compound,protein,1
10302451,CPI,Q9NZ42,compound,protein,0
10302451,CPI,P34981,compound,protein,0
10313,CPI,Q9BY41,compound,protein,1
10316032,CPI,P51151,compound,protein,0
10322450,CPI,Q9Y5L3,compound,protein,0
10322450,CPI,Q99798,compound,protein,0
10322450,CPI,P31645,compound,protein,0
10365,CPI,Q96KS0,compound,protein,1
10365,CPI,Q9NSD5,compound,protein,0
10366136,CPI,O95835,compound,protein,1
10366136,CPI,Q05655,compound,protein,1
10366136,CPI,Q13627,compound,protein,1
10366136,CPI,Q16513,compound,protein,1
10370504,CPI,P14780,compound,protein,1
10377751,CPI,Q9Y463,compound,protein,1
10377751,CPI,P27544,compound,protein,0
10379137,CPI,Q05397,compound,protein,0
10404245,CPI,P06239,compound,protein,0
10410894,CPI,P21860,compound,protein,0
10427712,CPI,P0C264,compound,protein,1
10427712,CPI,P29317,compound,protein,1
10427712,CPI,P35968,compound,protein,1
10427712,CPI,P48426,compound,protein,1
10427712,CPI,P49759,compound,protein,1
10427712,CPI,P51955,compound,protein,1
10427712,CPI,P51957,compound,protein,1
10427712,CPI,P53671,compound,protein,1
10427712,CPI,Q00536,compound,protein,1
10427712,CPI,Q07912,compound,protein,1
10427712,CPI,Q13043,compound,protein,1
10427712,CPI,Q14004,compound,protein,1
10427712,CPI,Q6DT37,compound,protein,1
10427712,CPI,Q6PHR2,compound,protein,1
10427712,CPI,Q8IWQ3,compound,protein,1
10427712,CPI,Q8N752,compound,protein,1
10427712,CPI,Q92772,compound,protein,1
10427712,CPI,Q96Q40,compound,protein,1
10427712,CPI,Q9NRM7,compound,protein,1
10427712,CPI,Q9P2K8,compound,protein,1
10427712,CPI,P49768,compound,protein,0
10427712,CPI,P43003,compound,protein,0
10427712,CPI,Q9HAW9,compound,protein,0
10427712,CPI,Q8NEC5,compound,protein,0
10427712,CPI,Q15761,compound,protein,0
10427712,CPI,O95864,compound,protein,0
10427712,CPI,P02708,compound,protein,0
10427712,CPI,O15151,compound,protein,0
10427712,CPI,Q07075,compound,protein,0
10427712,CPI,P07384,compound,protein,0
10430360,CPI,P49768,compound,protein,0
10436840,CPI,P00533,compound,protein,1
10448938,CPI,P14770,compound,protein,1
10461508,CPI,P0C869,compound,protein,0
10461508,CPI,P25100,compound,protein,0
10461815,CPI,O14976,compound,protein,1
10461815,CPI,P15735,compound,protein,1
10461815,CPI,P21127,compound,protein,1
10461815,CPI,P29376,compound,protein,1
10461815,CPI,P49674,compound,protein,1
10461815,CPI,P51957,compound,protein,1
10461815,CPI,P53667,compound,protein,1
10461815,CPI,P57059,compound,protein,1
10461815,CPI,Q09013,compound,protein,1
10461815,CPI,Q16288,compound,protein,1
10461815,CPI,Q16584,compound,protein,1
10461815,CPI,Q5VT25,compound,protein,1
10461815,CPI,Q8N5S9,compound,protein,1
10461815,CPI,Q9H2K8,compound,protein,1
10461815,CPI,Q9NRM7,compound,protein,1
10461815,CPI,Q9UBE8,compound,protein,1
10461815,CPI,Q9Y570,compound,protein,0
10461815,CPI,P30990,compound,protein,0
10461815,CPI,P01148,compound,protein,0
10461815,CPI,P19320,compound,protein,0
10461815,CPI,P09488,compound,protein,0
10461815,CPI,P00439,compound,protein,0
10461815,CPI,Q969F8,compound,protein,0
10461815,CPI,P53582,compound,protein,0
10461815,CPI,Q9NPC2,compound,protein,0
10461815,CPI,P54886,compound,protein,0
10461815,CPI,O14672,compound,protein,0
104741,CPI,Q93008,compound,protein,0
104758,CPI,P14207,compound,protein,1
104758,CPI,P41440,compound,protein,1
104767,CPI,Q92542,compound,protein,0
1048267,CPI,Q92542,compound,protein,0
104850,CPI,P03372,compound,protein,1
104850,CPI,P08684,compound,protein,1
104865,CPI,P14416,compound,protein,1
104865,CPI,Q14973,compound,protein,0
1048845,CPI,P32927,compound,protein,0
104956,CPI,P48995,compound,protein,1
105007,CPI,Q9HCP0,compound,protein,0
105008,CPI,P43004,compound,protein,0
10531,CPI,P49798,compound,protein,1
10531,CPI,P08183,compound,protein,0
10531,CPI,Q9BQB4,compound,protein,0
10607,CPI,P35398,compound,protein,1
10607,CPI,P43003,compound,protein,0
10633,CPI,Q9UHD2,compound,protein,0
10635,CPI,P14061,compound,protein,1
10635,CPI,Q9UBX1,compound,protein,0
10660,CPI,P43681,compound,protein,0
10660,CPI,Q13627,compound,protein,0
10666,CPI,P53611,compound,protein,0
10687292,CPI,P35346,compound,protein,0
10748,CPI,Q9ULX7,compound,protein,1
1075698,CPI,P17405,compound,protein,1
1075698,CPI,Q9UNA4,compound,protein,1
107715,CPI,P28335,compound,protein,1
107715,CPI,P30939,compound,protein,1
107715,CPI,Q99489,compound,protein,0
107751,CPI,P08473,compound,protein,1
107751,CPI,P08908,compound,protein,1
107775,CPI,P08172,compound,protein,0
107775,CPI,P14616,compound,protein,0
107780,CPI,P30838,compound,protein,0
107926,CPI,P31644,compound,protein,1
107935,CPI,O43193,compound,protein,0
107950,CPI,P10636,compound,protein,0
107970,CPI,P35462,compound,protein,1
107970,CPI,Q96G23,compound,protein,1
107982,CPI,O95398,compound,protein,0
107985,CPI,O15118,compound,protein,1
107992,CPI,Q86X55,compound,protein,0
1080352,CPI,P30556,compound,protein,0
108094,CPI,Q96KQ7,compound,protein,1
108094,CPI,P0DMV8,compound,protein,0
108094,CPI,P21728,compound,protein,0
108107,CPI,P00352,compound,protein,1
108107,CPI,Q9Y2J8,compound,protein,0
108107,CPI,O60603,compound,protein,0
10831,CPI,P50406,compound,protein,1
10831,CPI,Q12797,compound,protein,0
1090779,CPI,P51151,compound,protein,1
1091784,CPI,P10635,compound,protein,1
1091784,CPI,P22888,compound,protein,0
1091784,CPI,Q13075,compound,protein,0
1092458,CPI,Q96QE3,compound,protein,1
10947895,CPI,A5X5Y0,compound,protein,1
10947895,CPI,P08913,compound,protein,1
10947895,CPI,P18825,compound,protein,1
10947895,CPI,P25100,compound,protein,1
11012,CPI,P49336,compound,protein,0
1102,CPI,P07550,compound,protein,1
1102,CPI,P35218,compound,protein,1
110634,CPI,P25103,compound,protein,0
110635,CPI,Q9Y233,compound,protein,1
110635,CPI,Q9Y256,compound,protein,0
11152667,CPI,P19784,compound,protein,1
11152667,CPI,Q13043,compound,protein,1
11152667,CPI,P0C869,compound,protein,0
11180808,CPI,Q9Y2H1,compound,protein,0
11192346,CPI,P03372,compound,protein,0
11201035,CPI,Q92731,compound,protein,1
11213558,CPI,O14920,compound,protein,1
11213558,CPI,P0DMS8,compound,protein,1
11213558,CPI,P31749,compound,protein,1
11213558,CPI,P43403,compound,protein,1
11213558,CPI,Q13882,compound,protein,1
11213558,CPI,Q15759,compound,protein,1
11213558,CPI,Q5S007,compound,protein,1
11213558,CPI,Q6DT37,compound,protein,1
11213558,CPI,Q8NI60,compound,protein,1
11213558,CPI,Q8TDX7,compound,protein,1
11213558,CPI,Q96L34,compound,protein,1
11213558,CPI,Q9H0K1,compound,protein,1
11213558,CPI,Q9HAZ1,compound,protein,1
11213558,CPI,Q9NRH2,compound,protein,1
11213558,CPI,P32248,compound,protein,0
11213558,CPI,Q9Y2K7,compound,protein,0
11213558,CPI,Q16515,compound,protein,0
