head,relation,tail,head_type,tail_type,label
10000456,CPI,Q8N474,compound,protein,0
100016,CPI,Q16665,compound,protein,0
10020353,CPI,P27544,compound,protein,0
10029385,CPI,O96013,compound,protein,1
10029385,CPI,P49840,compound,protein,1
10029385,CPI,P51812,compound,protein,1
10029385,CPI,P68400,compound,protein,1
10029385,CPI,Q96SB4,compound,protein,1
10029385,CPI,Q9NR20,compound,protein,1
10029385,CPI,Q9Y4K4,compound,protein,1
10029385,CPI,P33121,compound,protein,0
10029385,CPI,P20645,compound,protein,0
100526,CPI,P54132,compound,protein,1
10074640,CPI,P07947,compound,protein,1
10074640,CPI,P11309,compound,protein,1
10074640,CPI,P22607,compound,protein,1
10074640,CPI,P45985,compound,protein,1
10074640,CPI,P54753,compound,protein,1
10074640,CPI,Q05655,compound,protein,1
10074640,CPI,Q13131,compound,protein,1
10074640,CPI,Q86UX6,compound,protein,1
10074640,CPI,Q8N752,compound,protein,1
10074640,CPI,Q96GD4,compound,protein,1
10074640,CPI,Q99755,compound,protein,1
10074640,CPI,Q9BUB5,compound,protein,1
10074640,CPI,Q9H0K1,compound,protein,1
10074640,CPI,Q9UL54,compound,protein,1
10074640,CPI,P49961,compound,protein,0
10074640,CPI,P16444,compound,protein,0
10074640,CPI,Q16706,compound,protein,0
10074640,CPI,Q8TEK3,compound,protein,0
10074640,CPI,P16066,compound,protein,0
10074640,CPI,Q92696,compound,protein,0
10074640,CPI,Q9NR97,compound,protein,0
10074640,CPI,Q8NFI3,compound,protein,0
10074640,CPI,Q9BQF6,compound,protein,0
10074640,CPI,Q9NQS5,compound,protein,0
10074640,CPI,Q13621,compound,protein,0
10077130,CPI,P0DMS8,compound,protein,1
10096344,CPI,P19835,compound,protein,0
10109823,CPI,O14920,compound,protein,1
10113978,CPI,O00444,compound,protein,1
10113978,CPI,O00506,compound,protein,1
10113978,CPI,O15439,compound,protein,1
10113978,CPI,O60285,compound,protein,1
10113978,CPI,O60674,compound,protein,1
10113978,CPI,O75716,compound,protein,1
10113978,CPI,O95835,compound,protein,1
10113978,CPI,O96017,compound,protein,1
10113978,CPI,P21802,compound,protein,1
10113978,CPI,P22303,compound,protein,1
10113978,CPI,P31749,compound,protein,1
10113978,CPI,P35916,compound,protein,1
10113978,CPI,P42680,compound,protein,1
10113978,CPI,Q00536,compound,protein,1
10113978,CPI,Q02156,compound,protein,1
10113978,CPI,Q07912,compound,protein,1
10113978,CPI,Q16659,compound,protein,1
10113978,CPI,Q86V86,compound,protein,1
10113978,CPI,Q8NG66,compound,protein,1
10113978,CPI,Q96D53,compound,protein,1
10113978,CPI,Q9HBH9,compound,protein,1
10113978,CPI,Q9Y6E0,compound,protein,1
10113978,CPI,P50570,compound,protein,0
10113978,CPI,Q8IWU5,compound,protein,0
10113978,CPI,P09601,compound,protein,0
10113978,CPI,Q15119,compound,protein,0
10113978,CPI,Q9NQB0,compound,protein,0
10113978,CPI,O94907,compound,protein,0
10113978,CPI,Q96GW9,compound,protein,0
10113978,CPI,Q8TET4,compound,protein,0
10113978,CPI,Q04609,compound,protein,0
10113978,CPI,P07602,compound,protein,0
10117987,CPI,Q9Y275,compound,protein,0
10127622,CPI,O15075,compound,protein,1
10127622,CPI,O94804,compound,protein,1
10127622,CPI,P07948,compound,protein,1
10127622,CPI,P08069,compound,protein,1
10127622,CPI,P08922,compound,protein,1
10127622,CPI,P19525,compound,protein,1
10127622,CPI,P24941,compound,protein,1
10127622,CPI,P28223,compound,protein,1
10127622,CPI,P51617,compound,protein,1
10127622,CPI,P57059,compound,protein,1
10127622,CPI,Q13043,compound,protein,1
10127622,CPI,Q13131,compound,protein,1
10127622,CPI,Q15375,compound,protein,1
10127622,CPI,Q15746,compound,protein,1
10127622,CPI,Q5VT25,compound,protein,1
10127622,CPI,Q8WXR4,compound,protein,1
10127622,CPI,Q9H093,compound,protein,1
10127622,CPI,Q9H2G2,compound,protein,1
10127622,CPI,Q9UQB9,compound,protein,1
10127622,CPI,Q8NFA2,compound,protein,0
10127622,CPI,Q9NQB0,compound,protein,0
10127622,CPI,O00754,compound,protein,0
10127622,CPI,P51659,compound,protein,0
10127622,CPI,Q9NVM4,compound,protein,0
10127622,CPI,P55769,compound,protein,0
10127622,CPI,Q8N6T3,compound,protein,0
10127622,CPI,Q6ZMT4,compound,protein,0
10127622,CPI,Q13423,compound,protein,0
10127622,CPI,Q96LA8,compound,protein,0
10127622,CPI,Q03393,compound,protein,0
10131112,CPI,P46098,compound,protein,1
10133,CPI,P25021,compound,protein,0
10168,CPI,Q9NVM4,compound,protein,0
10172943,CPI,P16473,compound,protein,0
1017704,CPI,Q9NQB0,compound,protein,0
10182969,CPI,P36507,compound,protein,0
10182969,CPI,O43318,compound,protein,0
10184653,CPI,O95382,compound,protein,1
10184653,CPI,P07949,compound,protein,1
10184653,CPI,P08631,compound,protein,1
10184653,CPI,P36897,compound,protein,1
10184653,CPI,P48729,compound,protein,1
10184653,CPI,P48736,compound,protein,1
10184653,CPI,P51451,compound,protein,1
10184653,CPI,P51817,compound,protein,1
10184653,CPI,P54762,compound,protein,1
10184653,CPI,Q8NI60,compound,protein,1
10184653,CPI,Q8WXR4,compound,protein,1
10184653,CPI,Q9H093,compound,protein,1
10184653,CPI,Q9H1R3,compound,protein,1
10184653,CPI,Q9Y5S2,compound,protein,1
10184653,CPI,Q15843,compound,protein,0
10184653,CPI,O95399,compound,protein,0
10184653,CPI,P07478,compound,protein,0
10184653,CPI,P16444,compound,protein,0
10184653,CPI,P29459,compound,protein,0
10184653,CPI,P11597,compound,protein,0
10184653,CPI,P55769,compound,protein,0
10184653,CPI,P10176,compound,protein,0
10184653,CPI,O00244,compound,protein,0
10184653,CPI,Q9Y337,compound,protein,0
10184653,CPI,Q5QJU3,compound,protein,0
10184653,CPI,P14091,compound,protein,0
10184653,CPI,P00390,compound,protein,0
10184653,CPI,P10586,compound,protein,0
10184653,CPI,P63104,compound,protein,0
10196499,CPI,P31751,compound,protein,1
10200390,CPI,P23443,compound,protein,1
